,text,sentiment
22022,"Очень хороший отель, мы полностью всем довольны, счастливы что остановились именно здесь, самый центр, шаговая доступность к достопримечательностям, вкусная еда, прекрасное обслуживание, всё очень удобно и красиво. Спасибо за высшее качество, во всём!!!",1
7400,"В девяностых рыбы в реках больше было. Сейчас у многих уловы скромные.
",0
30020,"Мы работаем недалеко и постоянно там обедаем , отмечаем корпоративы и лично я праздники .  Этот ресторан наше любимое место , там на самом деле очень вкусно и порции не то что большие а здоровенные !!!! ТАК ЧТО НЕ ПЯТНАЙТЕ РЕПУТАЦИЮ НАШЕГО ЛЮБИМОГО МЕСТЕЧКА !!!! МЫ НЕ ПОЗВОЛИМ !!  ",2
67797,"Не сдавайте своих близких в ПСИХУШКУ
Люди, по возможности, не сдавайте своих близких в ПСИХУШКУ. Конкретно о 14. Моя МАМА (85 лет) находилась в 11 отд. Я не знаю, как в других ПСИХ больн., но по сравнению в отд. неврологии в обычных. чисто, нет характерного запаха, нет бабуль не ухоженных. Но у меня создалось, что их там обкалывают, они становятся ОВОЩАМИ!
",2
39012,"Уважения никакого
Был у 2-х врачей. Травматолог, Лущенко Сергей Владимирович. Врач отличный, если опаздывает, то предупреждает заранее. С проблемой разобрались (частичный разрыв плечевого соединения) все отлично. А вот гастроэнтеролог, Сажнева Юлия Вадимовна, ехала в будни из мск в область встала в пробку ( в 3 бала то) и ждал я ее более 1.5 часа, после чего ушел (записан на 12.15, пришел в 12 ушел в 13.40). Она даже не предупредила заранее. Т. е. нам самим пришлось идти и узнавать почему ее нет. Не знаю, может она и хороший специалист, но отношение к людям никакого, впрочем, как и у регистратуры, в которую, дозвониться, это выиграть в лотерею. Сам видел, как они специально поднимают трубку и сразу кладут. Если вы желаете, потратить деньги и кучу времени, то вам в Ангару.
",2
27742,"Мы с мужем случайно попали в ресторан "" Райский Уголок "" где нас так приятно встретили и очень вкусно накормили . порции очень большие и цены довольно таки приемлемые .  Желаю этому заведению побольше клиентов и перспектив в будущем особенно для влюбленных пар , так как у них очень романтическая обстановка .  Мы очень остались довольны этим рестораном и хотели бы поставить наивысшую оценку .  С благодарностью Урозова Елена и ее муж Мещеряков Никита .  ",2
15005,"Благодарность сотрудникам урологического отделения
Я хочу выразить огромную благодарность всем сотрудникам урологического отделения! Весь персонал просто очень замечательные люди! Хочу сказать ОГРОМНОЕ СПАСИБО Журавлевой Галине Аркадьевне, Вы - ВРАЧ с большой буквы! Также хочу сказать спасибо: Екатерине Владимировне, Андрею Андреевичу, Евгению Сергеевичу! И конечно же всем девочкам медсестрам: Ирине, Тане, Оле, Кристине, Юле, Лили, Альбине. Мы лежали в ноябре 2013, у нас диагноз (гидронефроз справа). Нам сделали операцию, все хорошо прошло. ОГРОМНОЕ ВАМ СПАСИБО за Вашу работу!
",1
5715," Цыплят по осени считают "" .  Давно хотела попробовать новое меню в этом ресторане , наконец удалось : заехали в субботу с мужем пообедать .  Хороший гардероб напротив входа со здоровающимся работником .  Табличка рядом "" повествует "" , что сейчас у них проходит неделя французской кухни .  Ого , это интересно !  Вдвойне воодушевлённые , направились в зал. Встречи нет .  Побродив по ресторану , выбрали стол в углу у камина : чуть ли не единственное место , где не сквозило .  Официантка принесла меню .  Ознакомившись , сделали заказ : я выбрала из предложений шеф - повара тёплый салат с утиной грудкой и соусом из маракуйи ( 299р ) , буйабес ( 399р ) .  На горячее - из предложений по французской кухне - домашний цыплёнок с апельсинами ( 399р ) , к нему бокал французского Пино Нуар 2007г . ( 190р ) .  Супруг заказал салат "" изысканный "" ( 319р ) , свиные рёбра в медовом соусе ( 499р ) .  Также заказали графин морса ( 196р ) , хлебную корзину ( 59р ) , эспрессо - мне ( 120р ) , капучино - мужу ( 140р ) .  Стали рассматривать интерьер .  Везде мыши .  Мне не очень понравилось .  Плюс очень тусклый свет .  Почему - то от него становится довольно тоскливо на душе , особенно в такое время года .  Публика - в основном молодёжь ( видимо , сказывается наличие рядом студенческого городка и филиала Публичной библиотеки ) .  Шумно , накурено .  Полное ощущение , что находишься в пивбаре , а не в ресторане .  Обслуживание .  Медленное и какое-то отстранённое . "" Накрытие "" пустого стола - через 20 минут , перед выносом первого блюда .  Салфетки - после нескольких просьб .  Хлебная корзина - только ко второму блюду .  Зубочистки - уже сами взяли на барной стойке , покидая ресторан .  Наблюдая обслуживание за соседним столом , поняла , что нам ещё повезло : пепельница на нём вообще не менялась .  Теперь о кухне .  Принесённый "" тёплый салат с утиной грудкой "" оказался абсолютно холодным и почти безвкусным .  Съела , посолив и поперчив .  Салат мужа оказался абсолютно рядовым и ничем не запомнился ( по-моему , какие-то наструганные овощи с сыром и ветчиной ) .  Принесённый мне далее буйабес был бы неплох , если бы не был сладким .  Цыплёнка по-французски не смогла есть : жареный цыплёнок ( а точнее , половинка ) , с очищенными дольками апельсинов и полукольцами красного лука , отдельно - соус типа аджики .  Сочетание апельсинов с луком вызвало полное неприятие блюда .  Супруг же своё горячее блюдо обозвал "" свиные кости с медовым соусом "" .  Было ощущение , что с рёбрышек перед приготовлением срезали мясо по максимуму , плюс на гарнир было пожарена примерно одна маленькая картофелина .  Не буду повторять слова , которыми он наградил повара за него .  Так что отданный ему цыплёнок пришёлся очень "" ко двору "" , хотя восторгов не вызвал .  Блюдо скорее в кавказском , чем французском , стиле .  Понравились морс , кофе и вино .  Расплатившись , покидали это место с уверенностью , что это наше первое и последнее посещение данного заведения .  Вывод .  Заведение больше подходит для посещения молодёжи : очень экономный вариант при заказе сырного фондю на девятерых и пива .  Авторская кухня пока очень слабая : блюда маленькие , среднего качества и с завышенными ценами .  P.S. Дома весь вечер "" крутило "" желудок , плюс много "" хорошего "" пришлось выслушивать от мужа по поводу моего выбора места для обеда .  ",0
22395,"Отличный и изысканный отель в очень удобном районе. До таксима можно пройти пешком. Номер чистый, светлый, большой и со вкусом обставленный. Вся мебель новая. Персонал хорошо говорит по-английски и очень добродушен. Пожалуй, лучший из отелей Стамбула, где мне довелось останавливаться.",1
9631,"Офигеть, не знал, что ремейк с Кейджем, надо заценить. Про Вторую мировую было у автора:
",0
20823,"роме того, вы мимоходно упоминаете  в рамках договора . Это значит, что в рамках УСТАНОВЛЕННЫХ договором отношений между нанимателем и работником. И в этом установленном договоре ОБЯЗАННОСТИ учитывать заявленные права нанимателя уже ПОДКРЕПЛЕНЫ согласием работника.Если в договоре НЕ содержится обязательств работника учитывать ЗАЯВЛЕННЫЕ права нанимателя, то и любое  оставление  или  новое заявление  прав нанимателя остается пустым звуком самого нанимателя, не оказывающего влияние на отношения с работником.Понимаете ли, что любые ПРАВА каждый индивидуй, хоть наниматель, хоть мечтатель, может придумать себе тыщу по сто раз на дню. Даже любой идиот или вообще не хомо сапиенс может придумать себе тыщу разнообразных прав самой вычурной конфигурации. Но лишь с того момента, когда оппонент принимает на себя обязанность по отношению к идиоту (даже без знания о правовых желаниях идиота), возникает не просто отношение между двумя индивидуями, возникает само общество, как система отношений, в которой кто-то соблюдает чьи-то права, выполняя СВОИ обязанности.   вы не волнуйтесь так сильно :)То, что права возникают из обязанностей, я в курсе и никак с этим не спорю",1
21749,"Отдыхали в мае 2014г. В отеле идет ремонт и все новое. Пока заселяют верхние этажи, 4-3. Но все чисто и аккуратно, Персонал вежливый и по русски не разговаривает, немного по английски, завтраки как и везде в Стамбуле однообразные. Рядом есть хамам и набережная, что и нужно. На улице тихо, хотя и проезжая часть рядом. Есть два супермаркета рядом . Так что все удобно и расположение хорошее, все рядом.",1
27974,"Решили поесть суши около дома .  В зале куда нас посадила хостес было очень холодно , на просьбу как то решить этот вопрос нам ответили что кондиционер не работает , а работает только вытяжка и сделать они ничего не могут .  Ресторан был заполнен меньше чем на треть , не смотря на это официантку пришлось ждать довольно долго .  Горячие блюда принесли еле теплые , роллы были подсушены , как будто они долго лежали .  От пивного бокала откололся кусочек стекла , когда мы обратили на это внимание официантки , даже не какого извинения от нее не последовало , молча забрала бокал и ушла .  ",2
8540,"С такой логикой можно дойти до оправдания уже и прямого развала страны - например, поздравит Путин лидеров нацрегионов с обретением независимости, а Фёдоров и тогда будет верещать о  Штирлице, которому виднее ...То есть, патриотические слова Фёдорова расходятся с его делами.По Путину:1. Собянин стал независимым от Путина мэром Москвы. Ранее Собянин тесно сотрудничал с  Альфа-Групп , которая финансировала антипутинское Болото. При этом Собянин заигрывает с антипутинцем Навальным.2. В Ярославле Немцов стал депутатом думы, а в Екатеринбурге ставленник Прохорова Ройзман стал мэром.3. Лидер антипутинского Болота Навальный выходит на федеральный уровень - с помощью кремлёвских либералов.4. Лидеры антипутинского Болота приглашены на Валдай.5. Либерал Голикова назначена руководителем Счётной Палаты.6. Либерал Кудрин назначен на важный пост в Сбербанке.7. Человек Чубайса А. Фёдоров назначен управлять кадрами в администрации президента: ключевая должность.8. Сурков, стоявший за организацией Болота - вернулся во власть.И всё это - только за последний месяц! Ничего подобного с патриотами не наблюдается. Происходит открытая смычка (до этого тайная) кремлёвских и уличных либералов.Путин уступает позиции во внутренней политике.",0
3631,"А мне последнее время очень нравится бывать в этом месте .  Во-первых , на свежем воздухе , во-вторых , вкусно , в-третьих , меню подходит всем друзьям .  Кто хочет роллы есть , кто хочет хачапури заказывает , ну а кто-то цезарь ест .  Обслуживание тоже хорошее .  ",1
4082,"Отель находится на Ул Феран, всегда многолюдной и оживленной, рядом Рамбла и рынок Бокерия. До моря можно дойти не спеша через готический квартал за двадцать минут, так же до набережной и памятнику Колумбу. В десяти минутах площадь каталонии. В общем очень удобно для прогулок по Барселоне. Напротив есть неплохая пицирия за 3 евро приличный кусок пиццы. Всевозможные ресторанчики и забегаловки, в общем соблазна в еде придостаточно. Сам отель достаточно большой, на рецепшн приветливый англоговорящий персонал. В номерах чисто, уборка каждый день. Wi-Fi платный 2 евро в час, выгоднее брать шести или девяти часовой тариф. Если не хочется платить, то можно пройтись до до площади Жениралитета, минута ходьбы, там есть сеть Pans &со ( что то типо макдональдса с сабвеем, но на испанский манер) там wi fi бесплатный, с приемлемой скоростью. Завтраки однообразные и прямо скажу к пятому дню начинают надоедать : не очень вкусные колбаски, приторный сок. Есть хлопья, фрукты, йогурт , вкусные тосты, три вида джема, сыр, колбаса, яйца. Кофе из автомата, бала на три, пару раз было мясо, похожее на нашу тушенку , но все это скрашивает впечатление о Барсе, так что если вам нужно море и впечатления+ шопинг, вам определенно понравится. ",0
27570,"Monaco это отель среднего класса, с очень маленьким вестибюлем и небольшими комнатами, обслуживание среднее, питание такое жемкак и везде. Единственно хорошее расположение аозле торговых магазинов, для шопников это удобно.",0
24814,"ли даже того же Зубкова и поставят вновь.   а разве среди всех вышеназванных есть те кто имеет свое мнение, отличное от мнения своих хозяев. а если в фамилии этой дамы переставить буквы  б  и  и  то она будет соответствовать должности председателя цб  что характерно, ярика кузьминова сволочью кличут даже патентованные либералы  Точно. NTERFAX.RU - Помощник президента РФ Эльвира Набиуллина предлагается на пост председателя Центрального банка России.  Я намерен предложить кандидатуру Эльвиры Набиуллиной на пост председателя Центрального банка Российской Федерации , - сказал президент на встрече с нынешним главой ЦБ Сергеем Игнатьевым и Набиуллиной.  Путин не либерал. Либералы - Немцов и кошерная компания - не считают его за своего.  Нет, некоторые все еще верят, что он не кретин, и что он чем-то управляет",0
21924,"Вполне нормально
Была всего 3 раза, у Голубевой. Не знаю, со мной она очень вежливо разговаривала, на вопросы все ответила, мне даже понравилась. В регистратуре тоже никто не хамил, вполне культурно, карту быстро завели и сразу к доктору. Ремонта конечно, очень требует, ну, думаю, сделают постепенно. А вообще, читаю тех, кто сильно ругается и думаю, вы куда идете-то, это же просто бесплатная ЖК, тут на ваши выкрутасы улыбаться никто не будет. Хотите уси-пуси, идите в платную клинику, а здесь только по делу.
",1
14098,"А у тебя ситуация хуже. Правильно говоришь, что главный укол в мозгах. Пока не примешь решения, то и не перестанешь бухать.   (Посмеиваясь)Как алкоголик со стажем в 15 лет я не понимаю ваших проблем.У вас с мозгом видать что-то не так.Не пить ни капли - это своего вида извращение для слабых людей.  подписался под каждым словом  эти кодировки не действуют Вообще, стоит чуть интернет копнуть, чтобы это узнать. Просто сам не пьешь и все.  да уж...твой последний запой произвел на меня неизгладимое впечатлениекак там таня?жива ли ишшо?  Все мои друганы, кто кодировался, все равно подбирали код и все повторялось, только в гораздо больших масштабах)) и и с более тяжелыми последствиями)) по мне, так лучше пить постоянно, но знать свой предел выпитого))  в мемориз  -  уверяю вас, что пьющий человек не сможет бросить пить до тех пор, пока состояние опьянения нравится ему больше скучного трезвого бытия.",1
42463,"Единственный минус- неудобная дорога до самой гостиницы. Нет пешеходного перехода и приходится бежать по трамвайным путям. Душ чистый, кровать удобная, спутниковый тв, вежливый персонал и вкусный ресторан в пристройке.Обязательно приеду ещё.",0
7288,"Новым директором Департамента внешнеэкономического сотрудничества Министерства по инвестициям и развитию Республики Казахстан стал Ален Даулетов. О его назначении написал директор департамента индустрии туризма Марат Игали в Facebook, передает zakon.kz   ""Поздравляю Ален Даулетов с назначением на должность директора Департамента внешнеэкономического сотрудничества Министерства по инвестициям и развитию Республики Казахстан. Кутты болсын!"", - написал М.Игали.   >     А.Даулетов родился 12 апреля 1985 года. В 2008 году закончил Казахский Национальный университет им. аль-Фараби по специальности международные отношения. С февраля 2010 года работает в Министерстве по инвестициям и развитию РК. Последняя должность - заместитель директора Департамента внешнеэкономического сотрудничества.   Фото: rabotnikitv.com ",0
51265,"Складывается мнение
Работа ДГП № 76 заметно ухудшилась с приходом на должность главного врача. Куда смотрит департамент Здравоохранения. Почему на должности главных врачей назначают людей психически не здоровых и абсолютно не компетентных. И не смотря на многочисленные жалобы персонала ДГП № 76 и населения не снимают его с должности. Складывается мнение, что это связано с коррупцией в Департаменте Здравоохранения САО.
",2
36960,"В брони был указан адрес, по которому мы приехали в 2 часа ночи на такси из аэропорта. Основной вход оказался закрыт. С чемоданами искали вход, оказался со двора... зашли, преодолевая ступени вверх и вниз с тяжелыми чемоданами. Внутри никого. Позвала - никого, поиграла на пианино - никого. Зашла на территорию ресепшен, где-то внутри нашла охранника и т.д. Оформили нас быстро,но оказалось, что жить мы будем не тут,а надо со всеми чемоданами идти в другой корпус. Проводить и помочь нам отказались и мы, т.е. я опять тягала чемоданы и тащила их в другое строение. там тоже были какие-то ступеньки, но меньше. После этого фраза охранника про ""Попробуйте подняться на 3 этаж, может там ваш номер"" уже была такой мелочью... В номере был очень грязный ковролин, старая ванна, кафель и унитаз, новый кран и странный запах, но чистое и новое белье и полотенца. странное сочетание. но для одной ночи в 3 (уже было 3) часа - пережить можно.Есть и плюсы))) Очень понравился завтрак, ну и мы с дочкой хотели на ВДНХ погулять - рядом",2
60260,"Спасибо за вашу работу
Хочу поблагодарить врачей, которые всё же добираются до пациентов и оказывают им помощь, за то, что у них в разгаре смены ещё остаются силы улыбаться и поднимать настроение пациентам, подбадривать и поддерживать их. Спасибо!
",1
65940,"Профессионалы
В один прекрасный день выпала пломба, установленная в поликлинике по месту жительства. В панике стали искать, где лечить. Объездили весь Королев, везде цены высокие, да и врачи какие-то ушлые. Отчаявшись, решили поехать в Москву. По дороге нам на глаза попалась вывеска очередной стоматологической клиники. Решили зайти и не пожалели. Вежливый и профессиональный коллектив. Без развода на деньги, что приятно удивило. Цены средние. Нам там так сильно понравилось, что теперь ездим только туда. Так что советую это клинику.
",1
24821,"Очень милое и уютное местечко , обстановочка приятная и не очень шумно .  Правда обслуживание прихрамывает , но терпимо .  Кормят вкусно и по деньгам хорошо .  Короче вечер провести можно иногда .  ",2
